Key,Name,ballotpedia_id,Party,District,Status,Date Declared,Retiring,Seeking other Office,Running Senate,Cooke,Inside,Sabato
581,Steve Chess,https://ballotpedia.org/Steve_Chess,Republican,U.S. House Florida District 23,Candidacy Declared,"Oct 11, 2023",No,No,No,Likely Democratic,Solid Democratic,Safe Democratic
582,Joe Thelusca,https://ballotpedia.org/Joe_Thelusca,Republican,U.S. House Florida District 23,Candidacy Declared,"Aug 21, 2023",No,No,No,Likely Democratic,Solid Democratic,Safe Democratic
583,Jared Evan Moskowitz,https://ballotpedia.org/Jared_Moskowitz,Democratic,U.S. House Florida District 23,Candidacy Declared,"Jul 16, 2023",No,No,No,Likely Democratic,Solid Democratic,Safe Democratic
584,Gary Barve,https://ballotpedia.org/Gary_Barve,Republican,U.S. House Florida District 23,Candidacy Declared,"Oct 16, 2023",No,No,No,Likely Democratic,Solid Democratic,Safe Democratic
585,Rafael Ortiz,https://ballotpedia.org/Rafael_Ortiz,Republican,U.S. House Florida District 23,Candidacy Declared,"Sep 11, 2023",No,No,No,Likely Democratic,Solid Democratic,Safe Democratic
586,Patricia Gonzalez,https://ballotpedia.org/Patricia_Gonzalez_(Florida),Republican,U.S. House Florida District 24,Candidacy Declared,"Aug 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
587,Frederica S. Wilson,https://ballotpedia.org/Frederica_Wilson,Democratic,U.S. House Florida District 24,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
588,Debbie Wasserman Schultz,https://ballotpedia.org/Debbie_Wasserman_Schultz,Democratic,U.S. House Florida District 25,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
589,Christopher Eddy,https://ballotpedia.org/Christopher_Eddy,Republican,U.S. House Florida District 25,Candidacy Declared,"Mar 16, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
590,Rubin Young,https://ballotpedia.org/Rubin_Young,Republican,U.S. House Florida District 25,Candidacy Declared,"Mar 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
591,Carla Spalding,https://ballotpedia.org/Carla_Spalding,Republican,U.S. House Florida District 25,Candidacy Declared,"Sep 6, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
592,Ian Medina,https://ballotpedia.org/Ian_Medina,Republican,U.S. House Florida District 26,Candidacy Declared,"Dec 6, 2022",No,No,No,Solid Republican,Solid Republican,Safe Republican
593,Mario Diaz-Balart,https://ballotpedia.org/Mario_Diaz-Balart,Republican,U.S. House Florida District 26,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
594,Royland Lara,https://ballotpedia.org/Royland_Lara,Republican,U.S. House Florida District 27,Candidacy Declared,"Oct 11, 2023",No,No,No,Solid Republican,Likely Republican,Likely Republican
595,Maria Elvira Salazar,https://ballotpedia.org/Maria_Elvira_Salazar,Republican,U.S. House Florida District 27,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Likely Republican,Likely Republican
596,Marcos Reyes,https://ballotpedia.org/Marcos_Reyes_(Florida),Democratic,U.S. House Florida District 28,Candidacy Declared,"Oct 16, 2023",No,No,No,N/A,N/A,N/A
597,Phil Ehr,https://ballotpedia.org/Phil_Ehr,Democratic,U.S. House Florida District 28,Candidacy Declared,"Oct 25, 2023",No,No,No,N/A,N/A,N/A
598,Carlos Gimenez,https://ballotpedia.org/Carlos_Gimenez,Republican,U.S. House Florida District 28,Candidacy Declared,"Jul 16, 2023",No,No,No,N/A,N/A,N/A
599,Elan Vyskocil,https://ballotpedia.org/Elan_Vyskocil,Independent,U.S. House Florida District 28,Candidacy Declared,"Aug 27, 2023",No,No,No,N/A,N/A,N/A
600,James Moylan,https://ballotpedia.org/James_Moylan,Republican,U.S. House Guam At-large District,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
601,Ed Case,https://ballotpedia.org/Ed_Case,Democratic,U.S. House Hawaii District 1,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
602,Jill Tokuda,https://ballotpedia.org/Jill_Tokuda,Democratic,U.S. House Hawaii District 2,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
603,Russ Fulcher,https://ballotpedia.org/Russ_Fulcher,Republican,U.S. House Idaho District 1,Candidacy Declared,"Aug 3, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
604,Kaylee Peterson,https://ballotpedia.org/Kaylee_Peterson,Democratic,U.S. House Idaho District 1,Candidacy Declared,"Apr 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
605,Michael K. Simpson,https://ballotpedia.org/Michael_Simpson_(Idaho),Republican,U.S. House Idaho District 2,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
606,David Roth,https://ballotpedia.org/David_Roth,Democratic,U.S. House Idaho District 2,Candidacy Declared,"May 12, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
607,Richard Grayson,https://ballotpedia.org/Richard_Grayson_(Idaho),Democratic,U.S. House Idaho District 2,Candidacy Declared,"Apr 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
608,Jonathan Jackson,https://ballotpedia.org/Jonathan_Jackson_(Illinois),Democratic,U.S. House Illinois District 1,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
609,Robin Kelly,https://ballotpedia.org/Robin_Kelly,Democratic,U.S. House Illinois District 2,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
610,Ashley Ramos,https://ballotpedia.org/Ashley_Ramos,Republican,U.S. House Illinois District 2,Candidacy Declared,"Aug 4, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
611,John Curry,https://ballotpedia.org/John_Curry_(congressional_candidate),Democratic,U.S. House Illinois District 2,Candidacy Declared,"Nov 28, 2022",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
612,Delia Ramirez,https://ballotpedia.org/Delia_Ramirez,Democratic,U.S. House Illinois District 3,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
613,Jesus Garcia,https://ballotpedia.org/Jesus_Garcia,Democratic,U.S. House Illinois District 4,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
614,Raymond Lopez,https://ballotpedia.org/Raymond_Lopez,Democratic,U.S. House Illinois District 4,Candidacy Declared,"Oct 10, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
615,Mike Quigley,https://ballotpedia.org/Mike_Quigley,Democratic,U.S. House Illinois District 5,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
616,Dan Wozniczka,https://ballotpedia.org/Dan_Wozniczka,Democratic,U.S. House Illinois District 5,Candidacy Declared,"Aug 21, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
617,Jerico Matias Cruz,https://ballotpedia.org/Jerico_Matias_Cruz,Democratic,U.S. House Illinois District 5,Candidacy Declared,"Sep 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
618,Mahnoor Ahmad,https://ballotpedia.org/Mahnoor_Ahmad,Democratic,U.S. House Illinois District 6,Candidacy Declared,"Aug 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
619,Niki Conforti,https://ballotpedia.org/Niki_Conforti,Republican,U.S. House Illinois District 6,Candidacy Declared,"Jul 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
620,Sean Casten,https://ballotpedia.org/Sean_Casten,Democratic,U.S. House Illinois District 6,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
621,Kouri Marshall,https://ballotpedia.org/Kouri_Marshall,Democratic,U.S. House Illinois District 7,Candidacy Declared,"Jul 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
622,Nikhil Bhatia,https://ballotpedia.org/Nikhil_Bhatia,Democratic,U.S. House Illinois District 7,Candidacy Declared,"Jun 2, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
623,Kip Knutson,https://ballotpedia.org/Kip_Knutson,Democratic,U.S. House Illinois District 7,Candidacy Declared,"May 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
624,Kina Collins,https://ballotpedia.org/Kina_Collins,Democratic,U.S. House Illinois District 7,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
625,Melissa Conyears-Ervin,https://ballotpedia.org/Melissa_Conyears-Ervin,Democratic,U.S. House Illinois District 7,Candidacy Declared,"Apr 26, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
626,Danny K. Davis,https://ballotpedia.org/Danny_K._Davis,Democratic,U.S. House Illinois District 7,Candidacy Declared,"May 12, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
627,Abhijit Patel,https://ballotpedia.org/Abhijit_Patel,Republican,U.S. House Illinois District 8,Candidacy Declared,"Apr 6, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
628,Jorge Briseno,https://ballotpedia.org/Jorge_Briseno,Independent,U.S. House Illinois District 8,Candidacy Declared,"Mar 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
629,Raja Krishnamoorthi,https://ballotpedia.org/Raja_Krishnamoorthi,Democratic,U.S. House Illinois District 8,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
630,Jan Schakowsky,https://ballotpedia.org/Jan_Schakowsky,Democratic,U.S. House Illinois District 9,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
631,Christopher Anderson,https://ballotpedia.org/Christopher_Anderson_(Illinois),Democratic,U.S. House Illinois District 10,Candidacy Declared,"May 2, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
632,Austin Mink,https://ballotpedia.org/Austin_Mink,Independent,U.S. House Illinois District 10,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
633,Jim Carris,https://ballotpedia.org/Jim_Carris,Republican,U.S. House Illinois District 10,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
634,Joseph Severino,https://ballotpedia.org/Joseph_Severino,Democratic,U.S. House Illinois District 10,Candidacy Declared,"Sep 17, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
635,Brad Schneider,https://ballotpedia.org/Brad_Schneider,Democratic,U.S. House Illinois District 10,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
636,Bill Foster,https://ballotpedia.org/Bill_Foster_(Illinois),Democratic,U.S. House Illinois District 11,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
637,Qasim Rashid,https://ballotpedia.org/Qasim_Rashid,Democratic,U.S. House Illinois District 11,Candidacy Declared,"Jul 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
638,Jerry Evans,https://ballotpedia.org/Jerry_Evans_(Illinois),Republican,U.S. House Illinois District 11,Candidacy Declared,"Sep 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
639,Susan Hathaway-Altman,https://ballotpedia.org/Susan_Hathaway-Altman,Republican,U.S. House Illinois District 11,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
640,Alec Martin,https://ballotpedia.org/Alec_Martin,Republican,U.S. House Illinois District 11,Candidacy Declared,"Jun 28, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
641,Kent Mercado,https://ballotpedia.org/Kent_Mercado,Republican,U.S. House Illinois District 11,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
642,Darren Bailey,https://ballotpedia.org/Darren_Bailey,Republican,U.S. House Illinois District 12,Candidacy Declared,"Jul 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
643,Mike Bost,https://ballotpedia.org/Mike_Bost,Republican,U.S. House Illinois District 12,Candidacy Declared,"Jun 28, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
644,Bradley Horges Jr.,https://ballotpedia.org/Bradley_Horges_Jr.,Independent,U.S. House Illinois District 13,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
645,Nikki Budzinski,https://ballotpedia.org/Nikki_Budzinski,Democratic,U.S. House Illinois District 13,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
646,Joshua Loyd,https://ballotpedia.org/Joshua_Loyd,Republican,U.S. House Illinois District 13,Candidacy Declared,"Mar 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
647,Charlie Kim,https://ballotpedia.org/Charlie_Kim,Republican,U.S. House Illinois District 14,Candidacy Declared,"Sep 8, 2023",No,No,No,Solid Democratic,Solid Democratic,Likely Democratic
648,James Marter,https://ballotpedia.org/James_Marter,Republican,U.S. House Illinois District 14,Candidacy Declared,"Jun 28, 2023",No,No,No,Solid Democratic,Solid Democratic,Likely Democratic
649,Lauren Underwood,https://ballotpedia.org/Lauren_Underwood,Democratic,U.S. House Illinois District 14,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Likely Democratic
650,Jack Lombardi II,https://ballotpedia.org/Jack_Lombardi_II,Republican,U.S. House Illinois District 14,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Democratic,Solid Democratic,Likely Democratic
651,Krystal Dorey,https://ballotpedia.org/Krystal_Dorey,Republican,U.S. House Illinois District 14,Candidacy Declared,"Jan 22, 2023",No,No,No,Solid Democratic,Solid Democratic,Likely Democratic
652,Matthew Leiv,https://ballotpedia.org/Matthew_Leiv,Republican,U.S. House Illinois District 14,Candidacy Declared,"Feb 28, 2023",No,No,No,Solid Democratic,Solid Democratic,Likely Democratic
653,Mary Miller,https://ballotpedia.org/Mary_Miller_(Illinois),Republican,U.S. House Illinois District 15,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
654,Darin LaHood,https://ballotpedia.org/Darin_LaHood,Republican,U.S. House Illinois District 16,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
655,Ray Estrada,https://ballotpedia.org/Ray_Estrada_(Illinois),Republican,U.S. House Illinois District 17,Candidacy Declared,"May 2, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
656,Scott Crowl,https://ballotpedia.org/Scott_Crowl,Republican,U.S. House Illinois District 17,Candidacy Declared,"Aug 31, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
657,Eric Sorensen,https://ballotpedia.org/Eric_Sorensen,Democratic,U.S. House Illinois District 17,Candidacy Declared,"Jul 14, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
658,Joseph G. McGraw,https://ballotpedia.org/Joseph_G._McGraw,Republican,U.S. House Illinois District 17,Candidacy Declared,"Sep 25, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
659,Steve Scalise,https://ballotpedia.org/Steve_Scalise,Republican,U.S. House Louisiana District 1,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
660,Mel Manuel,https://ballotpedia.org/Mel_Manuel,Democratic,U.S. House Louisiana District 1,Candidacy Declared,"Apr 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
661,Troy Carter,https://ballotpedia.org/Troy_Carter,Democratic,U.S. House Louisiana District 2,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
662,Clay Higgins,https://ballotpedia.org/Clay_Higgins,Republican,U.S. House Louisiana District 3,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
663,Mike Johnson,https://ballotpedia.org/Mike_Johnson_(Louisiana),Republican,U.S. House Louisiana District 4,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
664,Julia Letlow,https://ballotpedia.org/Julia_Letlow,Republican,U.S. House Louisiana District 5,Candidacy Declared,"Jul 21, 2023",No,No,No,Toss-up,Solid Republican,Safe Republican
665,Dany Kitishian,https://ballotpedia.org/Dany_Kitishian,Republican,U.S. House Louisiana District 5,Candidacy Declared,"Mar 28, 2023",No,No,No,Toss-up,Solid Republican,Safe Republican
666,Garret Graves,https://ballotpedia.org/Garret_Graves,Republican,U.S. House Louisiana District 6,Candidacy Declared,"Jul 21, 2023",No,No,No,Likely Republican,Solid Republican,Safe Republican
667,Andrew Harris,https://ballotpedia.org/Andrew_Harris,Republican,U.S. House Maryland District 1,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
668,Christen Johnson,https://ballotpedia.org/Christen_Johnson,Independent,U.S. House Maryland District 1,Candidacy Declared,"Jan 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
669,Christopher Bruneau,https://ballotpedia.org/Christopher_Bruneau,Republican,U.S. House Maryland District 1,Candidacy Declared,"Apr 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
670,Blessing Oluwadare,https://ballotpedia.org/Blessing_Oluwadare,Democratic,U.S. House Maryland District 1,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
671,Isaac Toyos,https://ballotpedia.org/Isaac_Toyos,Democratic,U.S. House Maryland District 1,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
672,Dutch Ruppersberger,https://ballotpedia.org/Dutch_Ruppersberger,Democratic,U.S. House Maryland District 2,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
673,Bryan Moore,https://ballotpedia.org/Bryan_Moore,Democratic,U.S. House Maryland District 2,Candidacy Declared,"Sep 25, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
674,John Sarbanes,https://ballotpedia.org/John_Sarbanes,Democratic,U.S. House Maryland District 3,Candidacy Declared,"Jul 19, 2023",Yes,No,No,Solid Democratic,Solid Democratic,Safe Democratic
675,Bernard Flowers,https://ballotpedia.org/Bernard_Flowers,Republican,U.S. House Maryland District 3,Candidacy Declared,"Oct 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
676,Kristin Lyman Nabors,https://ballotpedia.org/Kristin_Lyman_Nabors,Democratic,U.S. House Maryland District 3,Candidacy Declared,"Oct 1, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
677,Celeste Iroha,https://ballotpedia.org/Celeste_Iroha,Democratic,U.S. House Maryland District 4,Candidacy Declared,"May 25, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
678,Gabriel Njinimbot,https://ballotpedia.org/Gabriel_Njinimbot,Democratic,U.S. House Maryland District 4,Candidacy Declared,"Sep 1, 2021",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
679,Glenn Ivey,https://ballotpedia.org/Glenn_Ivey,Democratic,U.S. House Maryland District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
680,Elijah Coker,https://ballotpedia.org/Elijah_Coker,Democratic,U.S. House Maryland District 4,Candidacy Declared,"Aug 25, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
681,Andrea Crooms,https://ballotpedia.org/Andrea_Crooms,Democratic,U.S. House Maryland District 5,Candidacy Declared,"Jul 6, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
682,Steny Hoyer,https://ballotpedia.org/Steny_Hoyer,Democratic,U.S. House Maryland District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
683,Mckayla Wilkes,https://ballotpedia.org/Mckayla_Wilkes,Democratic,U.S. House Maryland District 5,Candidacy Declared,"Jun 22, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
684,Michelle Talkington,https://ballotpedia.org/Michelle_Talkington,Republican,U.S. House Maryland District 5,Candidacy Declared,"Aug 8, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
685,Joey Thompson,https://ballotpedia.org/Joey_Thompson,Democratic,U.S. House Maryland District 5,Candidacy Declared,"May 15, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
686,George Gluck,https://ballotpedia.org/George_Gluck,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Aug 27, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
687,Tom Royals,https://ballotpedia.org/Tom_Royals,Republican,U.S. House Maryland District 6,Candidacy Declared,"Oct 6, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
688,April McClain-Delaney,https://ballotpedia.org/April_McClain-Delaney,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Sep 17, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
689,Geoffrey Grammer,https://ballotpedia.org/Geoffrey_Grammer,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Aug 22, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
690,Tekesha Martinez,https://ballotpedia.org/Tekesha_Martinez,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
691,Stephen McDow,https://ballotpedia.org/Stephen_McDow,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Jul 4, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
692,Destiny West,https://ballotpedia.org/Destiny_West,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Jun 29, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
693,Chris Hyser,https://ballotpedia.org/Chris_Hyser,Republican,U.S. House Maryland District 6,Candidacy Declared,"Jun 28, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
694,Heath Barnes,https://ballotpedia.org/Heath_Barnes,Republican,U.S. House Maryland District 6,Candidacy Declared,"Jul 28, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
695,Joe Vogel,https://ballotpedia.org/Joe_Vogel,Democratic,U.S. House Maryland District 6,Candidacy Declared,"May 25, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
696,Mariela Roca,https://ballotpedia.org/Mariela_Roca,Republican,U.S. House Maryland District 6,Candidacy Declared,"Apr 19, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
697,Ashwani Jain,https://ballotpedia.org/Ashwani_Jain,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Aug 28, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
698,Brenda Thiam,https://ballotpedia.org/Brenda_Thiam,Republican,U.S. House Maryland District 6,Candidacy Declared,"Jun 30, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
699,Neil Parrott,https://ballotpedia.org/Neil_Parrott,Republican,U.S. House Maryland District 6,Candidacy Declared,"Jul 4, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
700,Laurie-Ann Sayles,https://ballotpedia.org/Laurie-Ann_Sayles,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Aug 17, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
701,Joel Rubin,https://ballotpedia.org/Joel_Rubin,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Jul 28, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
702,Lesley Lopez,https://ballotpedia.org/Lesley_Lopez,Democratic,U.S. House Maryland District 6,Candidacy Declared,"Jun 9, 2023",No,No,No,Likely Democratic,Likely Democratic,Likely Democratic
703,Kweisi Mfume,https://ballotpedia.org/Kweisi_Mfume,Democratic,U.S. House Maryland District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
704,Jamie Raskin,https://ballotpedia.org/Jamie_Raskin,Democratic,U.S. House Maryland District 8,Candidacy Declared,"Jul 17, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
705,Richard Neal,https://ballotpedia.org/Richard_Neal,Democratic,U.S. House Massachusetts District 1,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
706,Chase Walker,https://ballotpedia.org/Chase_Walker,Republican,U.S. House Massachusetts District 1,Candidacy Declared,"Jan 21, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
707,Anthony Celata,https://ballotpedia.org/Anthony_Celata,No Party Affiliation,U.S. House Massachusetts District 1,Candidacy Declared,"Oct 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
708,Jim McGovern,https://ballotpedia.org/Jim_McGovern_(Massachusetts),Democratic,U.S. House Massachusetts District 2,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
709,Jeffrey Sossa-Paquette,https://ballotpedia.org/Jeffrey_Sossa-Paquette,Republican,U.S. House Massachusetts District 2,Candidacy Declared,"Aug 31, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
710,Lori Trahan,https://ballotpedia.org/Lori_Trahan,Democratic,U.S. House Massachusetts District 3,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
711,Syed Hasan,https://ballotpedia.org/Syed_Hasan,Republican,U.S. House Massachusetts District 3,Candidacy Declared,"Aug 31, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
712,Jake Auchincloss,https://ballotpedia.org/Jake_Auchincloss,Democratic,U.S. House Massachusetts District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
713,Katherine Clark,https://ballotpedia.org/Katherine_Clark,Democratic,U.S. House Massachusetts District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
714,Seth Moulton,https://ballotpedia.org/Seth_Moulton,Democratic,U.S. House Massachusetts District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
715,Ayanna Pressley,https://ballotpedia.org/Ayanna_Pressley,Democratic,U.S. House Massachusetts District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
716,Stephen Lynch,https://ballotpedia.org/Stephen_Lynch,Democratic,U.S. House Massachusetts District 8,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
717,Bill Keating,https://ballotpedia.org/Bill_Keating,Democratic,U.S. House Massachusetts District 9,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
718,Frank Mrvan,https://ballotpedia.org/Frank_Mrvan_(Indiana_congressional_member),Democratic,U.S. House Indiana District 1,Candidacy Declared,"Jul 13, 2023",No,No,No,Lean Democratic,Likely Democratic,Lean Democratic
719,Samuel Kravitz,https://ballotpedia.org/Samuel_Kravitz,Independent,U.S. House Indiana District 1,Candidacy Declared,"Jun 1, 2022",No,No,No,Lean Democratic,Likely Democratic,Lean Democratic
720,Tiffany Ford,https://ballotpedia.org/Tiffany_Ford,Independent,U.S. House Indiana District 1,Candidacy Declared,"Sep 22, 2023",No,No,No,Lean Democratic,Likely Democratic,Lean Democratic
